text,speaker,season,episode,scene,utterance,emotion
"Really? He does? Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!",Chandler Bing,1,3,11,5,Joyful
"God, he's good.",Rachel Green,1,3,11,6,Peaceful
If only he were a woman.,Ross Geller,1,3,11,7,Sad
Yeah.,Rachel Green,1,3,11,8,Neutral
Wow.,Alan,1,3,13,1,Joyful
"I'm, I'm really sorry.",Monica Geller,1,3,13,2,Sad
"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.",Alan,1,3,13,3,Peaceful
Relieved?,Monica Geller,1,3,13,4,Neutral
"Yeah, well, I had a great time with you.. I just can't stand your friends.",Alan,1,3,13,5,Mad
Remember when we went to Central Park and rented boats?.. That was fun.,Rachel Green,1,3,14,1,Peaceful
Yeah. He could row like a viking.,Ross Geller,1,3,14,2,Powerful
Hi.,Monica Geller,1,3,14,3,Neutral
Mmm.,#ALL#,1,3,14,4,Peaceful
So how'd it go?,Ross Geller,1,3,14,5,Neutral
"Oh, y'know..",Monica Geller,1,3,14,6,Sad
Did he mention us?,Phoebe Buffay,1,3,14,7,Scared
He said he's really gonna miss you guys.,Monica Geller,1,3,14,8,Sad
"You had a rough day, huh.. c'mere.",Ross Geller,1,3,14,9,Peaceful
...That's it. I'm getting cigarettes.,Chandler Bing,1,3,14,10,Powerful
No no no!,#ALL#,1,3,14,11,Mad
"I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!",Chandler Bing,1,3,14,12,Scared
If you never smoke again I'll give you seven thousand dollars!,Phoebe Buffay,1,3,14,13,Powerful
"Yeah, alright.",Chandler Bing,1,3,14,14,Neutral
Alright. Phoebe?,Monica Geller,1,4,1,1,Neutral
"Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!",Phoebe Buffay,1,4,1,2,Joyful
"Yeah, see.. you took mine. Chandler, what about you?",Ross Geller,1,4,1,3,Joyful
"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.",Chandler Bing,1,4,1,4,Joyful
"See, there's always one guy. ""If I had a wish, I'd wish for three more wishes.""",Rachel Green,1,4,1,5,Joyful
"Hey Joey. Hi. Hey, buddy.",#ALL#,1,4,1,6,Joyful
"Hey, Joey, what would you do if you were omnipotent?",Monica Geller,1,4,1,7,Neutral
Probably kill myself!,Joey Tribbiani,1,4,1,8,Neutral
..Excuse me?,Monica Geller,1,4,1,9,Neutral
"Hey, if Little Joey's dead, then I got no reason to live!",Joey Tribbiani,1,4,1,10,Sad
"Joey, uh- OMnipotent.",Ross Geller,1,4,1,11,Neutral
"You are? Ross, I'm sorry..",Joey Tribbiani,1,4,1,12,Sad
...Poulet passes it up to Leetch!,Chandler Bing,1,4,3,1,Joyful
Leetch spots Messier in the crease- there's the pass!,Joey Tribbiani,1,4,3,2,Joyful
We'll take a brief time out while Messier stops to look at some women's shoes.,Chandler Bing,1,4,3,3,Neutral
"Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- Sorry. Sorry.",Ross Geller,1,4,3,4,Neutral
What?,Joey Tribbiani,1,4,3,6,Neutral
Peach pit.,Ross Geller,1,4,3,7,Neutral
"Yes, Bunny?",Chandler Bing,1,4,3,8,Joyful
"Peach pit. That night we, uh- we had-",Ross Geller,1,4,3,9,Neutral
-Peaches?,Joey Tribbiani,1,4,3,10,Joyful
"Actually, nectarines, but basically...",Ross Geller,1,4,3,11,Joyful
Could've been a peach.,Chandler Bing,1,4,3,12,Joyful
"Then, uh, then we got dressed, and I-I... I walked her to the- -the bus stop... I'm fine.",Ross Geller,1,4,3,13,Neutral
"Hey, that woman's got an ass like Carol's! What? Thought we were trying to find stuff.",Joey Tribbiani,1,4,3,14,Joyful
"So c'mon, you guys, tell me all the dirt!",Rachel Green,1,4,4,1,Joyful
"Well, the biggest news is still you dumping Barry at the altar!",Kiki,1,4,4,2,Joyful
Alright. Let's talk reality for a second.,Joanne,1,4,4,3,Neutral
Okay.,Rachel Green,1,4,4,4,Neutral
When are you coming home?,Joanne,1,4,4,5,Neutral
"What? Guys, I'm not.",Rachel Green,1,4,4,6,Mad
"C'mon, this is us.",Joanne,1,4,4,7,Neutral
I'm not! This is what I'm doing now. I've got this job-,Rachel Green,1,4,4,8,Mad
Waitressing?,Kiki,1,4,4,9,Neutral
"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel Green,1,4,4,10,Neutral
Well. Your mom didn't tell us about the blobbies.,Leslie,1,4,4,11,Neutral
"Hey, Rach. How was it with your friends? Okay! How would you like some Tiki Death Punch?",Monica Geller,1,4,5,1,Joyful
What's that?,Rachel Green,1,4,5,2,Neutral
"Weeeell, it's rum, and-",Monica Geller,1,4,5,3,Neutral
Okay.,Rachel Green,1,4,5,4,Neutral
"We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister...",Monica Geller,1,4,5,5,Joyful
"Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!",Phoebe Buffay,1,4,5,6,Joyful
"Uh, Rach, it's the Visa card people.",Monica Geller,1,4,5,7,Neutral
"Oh, God, ask them what they want.",Rachel Green,1,4,5,8,Scared
"Could you please tell me what this is in reference to? Yes, hold on. Um, they say there's been some unusual activity on your account.",Monica Geller,1,4,5,9,Neutral
But I haven't used my card in weeks!,Rachel Green,1,4,5,10,Scared
"That is the unusual activity. Look, they just wanna see if you're okay.",Monica Geller,1,4,5,11,Joyful
"They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?",Rachel Green,1,4,5,12,Mad
"Uh- Rachel has left the building, can you call back?",Monica Geller,1,4,5,13,Neutral
"Alright, c'mon! Let's play Twister!",Rachel Green,1,4,5,14,Sad
You should feel great about yourself! You're doing this amazing independence thing!,Monica Geller,1,4,7,1,Joyful
"Monica, what is so amazing? I gave up, like, everything. And for what?",Rachel Green,1,4,7,2,Sad
You are just like Jack.,Phoebe Buffay,1,4,7,3,Neutral
...Jack from downstairs?,Rachel Green,1,4,7,4,Neutral
"No, Jack and the Beanstalk.",Phoebe Buffay,1,4,7,5,Neutral
"Ah, the other Jack.",Monica Geller,1,4,7,6,Neutral
"Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village..",Phoebe Buffay,1,4,7,7,Joyful
"Okay, but Pheebs, Pheebs, Jack gave up a cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him-",Rachel Green,1,4,7,8,Neutral
"Oh, see, Jack did love the cow.",Phoebe Buffay,1,4,7,9,Neutral
"But see, it was a plan. Y'know, it was clear. It was figured out, and now everything's just kinda like...",Rachel Green,1,4,7,10,Neutral
Floopy?,Phoebe Buffay,1,4,7,11,Neutral
Yeah.,Rachel Green,1,4,7,12,Neutral
"So what, you're not the only one. I mean, half the time we don't know where we're going. You've just gotta figure at some point it's all gonna come together, and it's just gonna be... un-floopy.",Monica Geller,1,4,7,13,Neutral
"Oh, like that's a word.",Phoebe Buffay,1,4,7,14,Neutral
"Okay, but Monica, what if- what if it doesn't come together?",Rachel Green,1,4,7,15,Scared
...Pheebs?,Monica Geller,1,4,7,16,Neutral
"Oh, well... 'cause.... you just... I don't like this question.",Phoebe Buffay,1,4,7,17,Neutral
"Okay, see, see, you guys, what if we don't get magic beans? I mean, what if all we've got are.. beans?",Rachel Green,1,4,7,18,Neutral
"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",Ross Geller,1,4,8,1,Mad
"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",Chandler Bing,1,4,8,2,Neutral
Pass it! Pass it!,Ross Geller,1,4,8,3,Powerful
He's open!,Chandler Bing,1,4,8,4,Joyful
Shoot! Shoot! Shoot!,#ALL#,1,4,8,5,Joyful
"Hey, look, we're on that TV thing!",Chandler Bing,1,4,8,7,Joyful
'Scuse me.,Chandler Bing,1,4,9,1,Neutral
"It says to call this number if you're not completely satisfied with this candy bar. Well, I'm not completely satisfied.",Receptionist,1,4,9,2,Mad
"Listen, it's kind of an emergency. Well, I guess you know that, or we'd be in the predicament room.",Chandler Bing,1,4,9,3,Mad
"Hold on. Fill these out, sit over there.",Receptionist,1,4,9,4,Mad
"Look, I don't wanna make any trouble, okay, but I'm in a lot of pain here, alright? My face is dented.",Ross Geller,1,4,9,5,Mad
"Well, you'll have to wait your turn.",Receptionist,1,4,9,6,Mad
"Well, how long do you think it'll be?",Joey Tribbiani,1,4,9,7,Neutral
Any minute now.,Receptionist,1,4,9,8,Mad
"Hey, this- Heyy...",Ross Geller,1,4,9,9,Mad
Light still out?,Monica Geller,1,4,12,1,Neutral
Yeah.,Rachel Green,1,4,12,2,Neutral
Oh. Maybe they're- napping.,Monica Geller,1,4,12,3,Neutral
"Oh please, they're having sex.",Rachel Green,1,4,12,4,Joyful
Shut up!,,1,4,12,5,Mad
"So, whaddya think George is like?",Rachel Green,1,4,12,6,Neutral
I think he's shy.,Monica Geller,1,4,12,7,Neutral
Yeah?,Phoebe Buffay,1,4,12,8,Neutral
Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,Monica Geller,1,4,12,9,Neutral
I remember the moonlight coming through the window- and her face had the most incredible glow.,Ross Geller,1,4,13,1,Peaceful
"Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?",Chandler Bing,1,4,13,2,Mad
"He's right, enough, already. What is the big deal about today? So you slept with her for the first time, so what? You slept with her for seven years after that.",Joey Tribbiani,1,4,13,3,Neutral
"Look, it's just a little more complicated...",Ross Geller,1,4,13,4,Scared
"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",Chandler Bing,1,4,13,5,Joyful
"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",Ross Geller,1,4,13,6,Mad
Then what?,Chandler Bing,1,4,13,7,Neutral
My first time with Carol was...,Ross Geller,1,4,13,8,Scared
What?,Joey Tribbiani,1,4,13,9,Neutral
It was my first time.,Ross Geller,1,4,13,10,Sad
With Carol? Oh.,Joey Tribbiani,1,4,13,11,Neutral
"So in your whole life, you've only been with one oh.",Chandler Bing,1,4,13,12,Neutral
"Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!",Joey Tribbiani,1,4,13,13,Joyful
"Okay. Okay, I got one. Do you remember that vegetarian pate that I made that you loved so much?",Monica Geller,1,4,14,1,Joyful
Uh-huh.,Phoebe Buffay,1,4,14,2,Neutral
"Well, unless goose is a vegetable...ha haaaah!",Monica Geller,1,4,14,3,Joyful
"Oh! Oh! Oh! Okay, fine, fine. Now I don't feel so bad about sleeping with Jason Hurley.",Phoebe Buffay,1,4,14,4,Mad
What?! You slept with Jason?,Monica Geller,1,4,14,5,Mad
You'd already broken up.,Phoebe Buffay,1,4,14,6,Neutral
How long?,Rachel Green,1,4,14,7,Neutral
A couple hours.,Phoebe Buffay,1,4,14,8,Neutral
"Oh, that's nice!",Monica Geller,1,4,14,9,Mad
"Okay, okay, okay, I got one! Anyway- The valentine Tommy Rollerson left in your locker was really from me.",Rachel Green,1,4,14,10,Powerful
Excuse me?!,Monica Geller,1,4,14,11,Mad
Hello? Like he was really gonna send you one? She was a big girl.,Rachel Green,1,4,14,12,Joyful
"Really. Well, at least 'big girls' don't pee in their pants in seventh grade!",Monica Geller,1,4,14,13,Mad
I was laughing! You made me laugh!,Rachel Green,1,4,14,14,Mad
There he is! There he is!,Phoebe Buffay,1,4,14,15,Joyful
Where?,Monica Geller,1,4,14,16,Neutral
Right- where we've been looking all night!,Phoebe Buffay,1,4,14,17,Joyful
He is so cute!,Rachel Green,1,4,14,18,Joyful
"Oh, George, baby, drop the towel!",Monica Geller,1,4,14,19,Joyful
"Yeah, drop it! Drop the towel! Please drop the wowww.",#ALL#,1,4,14,20,Joyful
Man. Can you believe he's only had sex with one woman?,Joey Tribbiani,1,4,15,1,Joyful
"I think it's great. Y'know, it's sweet, it's romantic...",Chandler Bing,1,4,15,2,Neutral
Really?,Joey Tribbiani,1,4,15,3,Scared
"No, you kidding? The guy's a freak..",Chandler Bing,1,4,15,4,Powerful
"Hey, buddy.",Both,1,4,15,5,Neutral
Hi.,Ross Geller,1,4,15,6,Mad
"Oh, that's attractive.",Receptionist,1,4,15,7,Joyful
"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",Chandler Bing,1,4,15,8,Joyful
"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",Ross Geller,1,4,15,9,Mad
"Oh, ah- the kid has it.",Joey Tribbiani,1,4,15,10,Neutral
"The kid...? Excuse me, uh, that's, that's my puck.",Ross Geller,1,4,15,11,Mad
"I found it. Finders keepers, losers weepers.",Kid,1,4,15,12,Powerful
"You gotta do it, man.",Chandler Bing,1,4,15,13,Powerful
"Oh yeah? Well, I'm rubber, you're glue, whatever can't do it. Listen, uh- gimme back my puck.",Ross Geller,1,4,15,14,Powerful
No.,Kid,1,4,15,15,Powerful
"'Yes', how about. C'mere. Gimme!",Ross Geller,1,4,15,16,Mad
No! No!,Kid,1,4,15,17,Mad
Hey! Hey! No rough holding in my ER!,Receptionist,1,4,15,18,Mad
GIVE ME MY PUCK!!,Ross Geller,1,4,15,19,Mad
...Now that was fun.,Ross Geller,1,4,15,20,Joyful
"Okay, Monica: Right foot red.",Ross Geller,1,4,16,1,Joyful
"Could've played Monopoly, but nooooo.",Monica Geller,1,4,16,2,Joyful
Thanks.,Chandler Bing,1,4,16,4,Neutral
"Okay, Pheebs: Right hand blue. Good.",Ross Geller,1,4,16,5,Joyful
"Hello? Oh, uh, Rachel, it's the Visa card people.",Chandler Bing,1,4,16,7,Neutral
"Oh, okay. Will you take my place?",Rachel Green,1,4,16,8,Neutral
"Alright. Yes, this is Rachel.",Chandler Bing,1,4,16,9,Neutral
"Nooo! Hello? Oh, yeah, no, I know, I-I haven't been using it much. Oh, well, thanks, but, I'm okay, really.",Rachel Green,1,4,16,10,Neutral
Green. To the green.,Ross Geller,1,4,16,11,Neutral
I've got magic beans. Never-never mind.,Rachel Green,1,4,16,12,Neutral
"To the left, to the left- aww!",Chandler Bing,1,4,16,13,Joyful
Ohhh... I'm fine.,Rachel Green,1,4,16,14,Neutral
Would you let it go? It's not that big a deal.,Monica Geller,1,5,1,1,Mad
"Not that big a deal? It's amazing. Ok, you just reach in there, there's one little maneuver, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?",Ross Geller,1,5,1,2,Mad
Come on! You guys can pee standing up.,Rachel Green,1,5,1,3,Mad
"We can? All right, I'm tryin' that.",Chandler Bing,1,5,1,4,Peaceful
"Ok, you know what blows my mind? Women can see breasts any time they want. You just look down and there they are. How you get any work done is beyond me.",Joey Tribbiani,1,5,1,5,Neutral
"Oh, ok, you know what I don't get? The way guys can do so many mean things, and then not even care.",Phoebe Buffay,1,5,1,6,Mad
Multiple orgasms!,Ross Geller,1,5,1,8,Neutral
"Monica, I'm tellin' you, this guy is perfect for you.",Joey Tribbiani,1,5,3,1,Joyful
Forget it. Not after your cousin who could belch the alphabet.,Monica Geller,1,5,3,2,Mad
"Come on. This guy's great. His name's Bob. He's Angela's... brother. He's smart, he's sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is...",Joey Tribbiani,1,5,3,3,Joyful
"Oh, god help us.",Monica Geller,1,5,3,4,Scared
What?,Joey Tribbiani,1,5,3,5,Neutral
Ugly Naked Guy's laying kitchen tile. Eww!,Monica Geller,1,5,3,6,Mad
"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Joey Tribbiani,1,5,3,7,Sad
What's going on here? You go out with tons of girls.,Monica Geller,1,5,3,8,Neutral
"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",Joey Tribbiani,1,5,3,9,Sad
"Ok, bye. Well, Monica's not coming, it's just gonna be me and Rachel.",Ross Geller,1,5,4,1,Neutral
"Oh. Well, hold on camper, are you sure you've thought this thing through?",Chandler Bing,1,5,4,2,Neutral
It's laundry. The thinking through is minimal.,Ross Geller,1,5,4,3,Neutral
"It's just you and Rachel, just the two of you? This is a date. You're going on a date.",Chandler Bing,1,5,4,4,Joyful
Nuh-uh.,Ross Geller,1,5,4,5,Neutral
Yuh-huh.,Chandler Bing,1,5,4,6,Neutral
"So what're you saying here? I should shave again, pick up some wine, what?",Ross Geller,1,5,4,7,Scared
"Well, you may wanna rethink the dirty underwear. This is basically the first time she's gonna see your underwearyou want it to be dirty?",Chandler Bing,1,5,4,8,Joyful
No.,Ross Geller,1,5,4,9,Neutral
"Oh, and uh, the fabric softener?",Chandler Bing,1,5,4,10,Neutral
"Ok, ok, now what is wrong with my Snuggles? What, it says I'm a sensitive, warm kinda guy, you know, like a warm, fuzzy bear. Ok, I can pick something else up on the way.",Ross Geller,1,5,4,11,Peaceful
There you go.,Chandler Bing,1,5,4,12,Peaceful
Thank you. So what does this Bob guy look like? Is he tall? Short?,Monica Geller,1,5,5,1,Joyful
Yep.,Joey Tribbiani,1,5,5,2,Neutral
Which?,Monica Geller,1,5,5,3,Neutral
Which what?,Joey Tribbiani,1,5,5,4,Neutral
"You've never met Bob, have you?",Monica Geller,1,5,5,5,Mad
"No, but he's...",Joey Tribbiani,1,5,5,6,Neutral
"Oh my god, Joey, for all we know this guy could be horribly...",Monica Geller,1,5,5,7,Scared
"Hey, Joey.",Angela Delveccio,1,5,5,9,Neutral
...horribly attractive. I'll be shutting up now.,Monica Geller,1,5,5,10,Sad
Where are they? Where are they?,Chandler Bing,1,5,6,1,Scared
This is nice. We never do anything just the two of us.,Phoebe Buffay,1,5,6,2,Joyful
It's great. Maybe tomorrow we can rent a car and run over some puppies.,Chandler Bing,1,5,6,3,Joyful
"Eww, I don't wanna do that.",Phoebe Buffay,1,5,6,4,Mad
Here we go.,Chandler Bing,1,5,6,6,Neutral
"Ok, have a good break-up.",Phoebe Buffay,1,5,6,7,Neutral
"Hey, Janice.",Chandler Bing,1,5,6,8,Neutral
"Oh, my god, I am so glad you called me. I had the most supremely awful day.",Janice Litman Goralnik,1,5,6,9,Sad
"Hey, that's not good. Can I get an espresso and a latte over here, please?",Chandler Bing,1,5,6,10,Neutral
