text,speaker,season,episode,scene,utterance
"Well, he made a move on me.",Phoebe Buffay,1,12,7,23
(Joey and Chandler come back),Scene Directions,1,12,7,24
"Whoa, store will be open tomorrow!",Joey Tribbiani,1,12,7,25
"More coffee over here, please!",Chandler Bing,1,12,7,26
"Well, what happened?",Monica Geller,1,12,8,1
"Well, he came in for a massage, and everything was fine until.",Phoebe Buffay,1,12,8,2
[Cut back to Central Perk.],Scene Directions,1,12,8,3
Ooooohh!,,1,12,8,4
My God.,Ross Geller,1,12,8,5
Are you sure?,Monica Geller,1,12,8,6
(The flashback resumes with Paolo grabbing her butt.),Scene Directions,1,12,8,7
[Cut back to Central Perk.],Scene Directions,1,12,8,8
"Oh yeah, I'm sure. And all of a sudden his hands weren't the problem anymore.",Phoebe Buffay,1,12,8,9
Was it...?,Monica Geller,1,12,8,10
"Oh, boy scouts could have camped under there.",Phoebe Buffay,1,12,8,11
Oooooo....,Guys,1,12,8,12
(Rachel runs over),Scene Directions,1,12,8,13
"""Ooo,"" what?",Rachel Green,1,12,8,14
Uma Thurman.,Phoebe Buffay,1,12,8,15
Oh!,Monica Geller,1,12,8,16
The actress!,Ross Geller,1,12,8,17
"(all talking indistinctly, high-fiving)",Scene Directions,1,12,8,18
Thanks Rach.,Ross Geller,1,12,8,19
(Rachel walks away),Scene Directions,1,12,8,20
So what are you gonna do?,Chandler Bing,1,12,8,21
"You have to tell her! You have to tell her! It's your moral obligation, as a friend, as a woman, I think it's a feminist issue! Guys? Guys?",Ross Geller,1,12,8,22
"Oh, yeah, you have to tell her.",Chandler Bing,1,12,8,23
Feminist issue. That's where I went!,Joey Tribbiani,1,12,8,24
She is gonna hate me.,Phoebe Buffay,1,12,8,25
"Yeah, well...",Ross Geller,1,12,8,26
"Will you pick one, just pick one! Here, how about that one?",Joey Tribbiani,1,12,9,1
That's patio furniture!,Chandler Bing,1,12,9,2
"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",Joey Tribbiani,1,12,9,3
What about the birds?,Chandler Bing,1,12,9,4
"I don't know, birds just don't say, ""Hello, sit here, eat something.""",Joey Tribbiani,1,12,9,5
You pick one.,Chandler Bing,1,12,9,6
"All right, how about the ladybugs?",Joey Tribbiani,1,12,9,7
"Oh, so, forget about the birds, but big red insects suggest fine dining!",Chandler Bing,1,12,9,8
"Fine, you want to get the birds, get the birds!",Joey Tribbiani,1,12,9,9
"Not like that, I won't! Kip would have liked the birds!",Chandler Bing,1,12,9,10
Hey!,Phoebe Buffay,1,12,10,1
Hi Pheebs!,Rachel Green,1,12,10,2
Are you moving out?,Phoebe Buffay,1,12,10,3
"No, these aren't all my suitcases. This one's Paolo's.",Rachel Green,1,12,10,4
"Um, um, Rachel can we talk for a sec?",Phoebe Buffay,1,12,10,5
"Well, sure...just a sec, though, 'cause Paolo's on his way over.",Rachel Green,1,12,10,6
"Oh! Ok, um, ok, um,",Phoebe Buffay,1,12,10,7
"Oh, Pheebs, Pheebs...",Rachel Green,1,12,10,8
"Ok, um, we haven't known each other for that long a time, and, um, there are three things that you should know about me. One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",Phoebe Buffay,1,12,10,9
"Ok, thanks Pheebs Oh my God, why have I never tasted these before?!",Rachel Green,1,12,10,10
"Oh, I don't make them a lot because I don't think it's fair to the other cookies",Phoebe Buffay,1,12,10,11
"All right, well, you're right, these are the best oatmeal cookies I've ever had.",Rachel Green,1,12,10,12
Which proves that I never lie.,Phoebe Buffay,1,12,10,13
I guess you don't.,Rachel Green,1,12,10,14
Paolo made a pass at me.,Phoebe Buffay,1,12,10,15
(Rachel looks stunned),Scene Directions,1,12,10,16
"So, what do you think?",Chandler Bing,1,12,11,1
I think It's the most beautiful table I've ever seen.,Ross Geller,1,12,11,2
I know!,Chandler Bing,1,12,11,3
(The camera pans back to reveal Joey and Chandler's new foosball table.),Scene Directions,1,12,11,4
"So how does this work, you going to balance the plates on these little guys' heads?",Monica Geller,1,12,11,5
"Who cares, we'll eat at the sink! Come on, let's play!",Joey Tribbiani,1,12,11,6
Heads up Ross! Score! You suck!,Monica Geller,1,12,11,7
(Chandler looks at Joey in amazement),Scene Directions,1,12,11,8
Are you okay?,Phoebe Buffay,1,12,12,1
I need some milk.,Rachel Green,1,12,12,2
"Ok, I've got milk Here you go... Oh! Better?",Phoebe Buffay,1,12,12,3
"No...oh, I feel so stupid! Oh, I think about the other day with you guys and I was all ""Oh, Paolo, he's so great, he makes me feel so..."" Oh, God, I'm so embarrassed!",Rachel Green,1,12,12,4
"I'm so embarrassed, I'm the one he hit on!",Phoebe Buffay,1,12,12,5
(Phoebe's and Rachel's lines overlap),Scene Directions,1,12,12,6
"Pheebs, if I had never met him this never would have happened!",Rachel Green,1,12,12,7
I'm so sorry! No I'm sorry! No I'm sorry! No I'm sorry!,,1,12,12,8
"No, wait, oh, what are we sorry about?",Phoebe Buffay,1,12,12,9
"I don't know...right, he's the pig!",Rachel Green,1,12,12,10
Such a pig!,Phoebe Buffay,1,12,12,11
"Oh, God, he's such a pig,",Rachel Green,1,12,12,12
Oh he's like a...,Phoebe Buffay,1,12,12,13
He's like a big disgusting...,Rachel Green,1,12,12,14
...like a...,Phoebe Buffay,1,12,12,15
...pig...pig man!,Rachel Green,1,12,12,16
"Yes, good! Ok...",Phoebe Buffay,1,12,12,17
"Oh, but he was my pig man...how did I not see this?",Rachel Green,1,12,12,18
"Oh! I know! It's because... he's gorgeous, and he's charming, and when he looks at you...",Phoebe Buffay,1,12,12,19
"Ok, Ok, Pheebs...",Rachel Green,1,12,12,20
The end.,Phoebe Buffay,1,12,12,21
"Oh, God...",Rachel Green,1,12,12,22
Should I not have told you?,Phoebe Buffay,1,12,12,23
"No, no, trust, me, it's, it's, it's much better that I know. Uh, I just liked it better before it was better...",Rachel Green,1,12,12,24
(Phoebe scoots her chair over to Rachel and hugs her),Scene Directions,1,12,12,25
"I think she took it pretty well. You know Paolo's over there right now, so...",Phoebe Buffay,1,12,13,1
We should get over there and see if she's okay. Just one...second! Score! Game! Come on.,Monica Geller,1,12,13,2
"Ah...ooh! Well, looks like, uh, we kicked your butts.",Ross Geller,1,12,13,3
"No-no, she kicked our butts. You could be on the Olympic standing-there team.",Joey Tribbiani,1,12,13,4
"Come on, two on one.",Ross Geller,1,12,13,5
"What are you still doing here? She just broke up with the guy, it's time for you to swoop in!",Chandler Bing,1,12,13,6
"What, now?",Ross Geller,1,12,13,7
"Yes, now is when you swoop! You gotta make sure that when Paolo walks out of there, the first guy Rachel sees is you, She's gotta know that you're everything he's not! You're like, like the anti-Paolo!",Joey Tribbiani,1,12,13,8
"My Catholic friend is right. She's distraught. You're there for her. You pick up the pieces, and then you usher in the age of Ross!",Chandler Bing,1,12,13,9
"No, that's cold, that's cold, that's...",Paolo,1,12,14,1
[Cut to inside the apartment.],Scene Directions,1,12,14,2
How's it going?,Ross Geller,1,12,14,3
"Don't stare. Now she just finished throwing his clothes off the balcony, now there's just a lot of gesturing and arm-waving, , Ok, that is either, ""How could you?"" or, ""Enormous breasts!"" Here he comes!",Monica Geller,1,12,14,4
Ooh!,Phoebe Buffay,1,12,14,5
"(Paolo enters. Ross, Phoebe, and Monica scatter)",Scene Directions,1,12,14,6
"Uh, I am, uh, to say good-bye.",Paolo,1,12,14,7
"Oh, ok bye-bye.",Phoebe Buffay,1,12,14,8
"Paolo, I really hate you for what you did to Rachel, but I still have five of these, so heat it at 375 until the cheese bubbles.",Monica Geller,1,12,14,9
Grazie.,Paolo,1,12,14,10
"Paolo, I-I just want to tell you and I think I speak for everyone when I say...",Ross Geller,1,12,14,11
"Oh, just look at her...",Phoebe Buffay,1,12,14,12
"Oh you guys, I-I really think just one of us should go out there so she's not overwhelmed...",Ross Geller,1,12,14,13
"Oh, you're right.",Monica Geller,1,12,14,14
...and I really think it should be me.,Ross Geller,1,12,14,15
"[Cut to the balcony, Ross has just climbed through the window.]",Scene Directions,1,12,14,16
Hey.,Ross Geller,1,12,14,17
Hey.,Rachel Green,1,12,14,18
You all right?,Ross Geller,1,12,14,19
"Ooh, I've been better...",Rachel Green,1,12,14,20
"Come here. Listen, you deserve so much better than him...you know, I mean, you, you, you should be with a guy who knows what he has when he has you.",Ross Geller,1,12,14,21
"Oh, Ross...",Rachel Green,1,12,14,22
What?,Ross Geller,1,12,14,23
"I am so sick of guys. I don't want to look at another guy, I don't want to think about another guy, I don't even want to be near another guy.",Rachel Green,1,12,14,24
Huh.,Ross Geller,1,12,14,25
"Oh Ross, you're so great!",Rachel Green,1,12,14,26
Ohhhh,Ross Geller,1,12,14,27
"[Cut to inside the apartment, Rachel and Ross are entering.]",Scene Directions,1,12,14,28
"Ooh...hey honey, are you all right?",Monica Geller,1,12,14,29
Oh...,Rachel Green,1,12,14,30
You ok?,Phoebe Buffay,1,12,14,31
...medium...hmm...any cookies left?,Rachel Green,1,12,14,32
Yep!,Phoebe Buffay,1,12,14,33
"See, Rach, uh, see, I don't think that swearing off guys altogether is the answer. I really don't. I think that what you need is to develop a more sophisticated screening process.",Ross Geller,1,12,14,34
"No. I just need to be by myself for a while, you know? I just got to figure out what I want",Rachel Green,1,12,14,35
"Uh, no, no, see, because not...not all guys are going to be a Paolo.",Ross Geller,1,12,14,36
"No, I know, I know, and I'm sure your little boy is not going to grow up to be one.",Rachel Green,1,12,14,37
What?,Ross Geller,1,12,14,38
What?,Rachel Green,1,12,14,39
"I-I'm, I'm having a boy?",Ross Geller,1,12,14,40
"Uh...no. No, no, in fact, you're not having a boy.",Rachel Green,1,12,14,41
"Wha-I'm having, I'm having a boy! Huh, am I having a boy?",Ross Geller,1,12,14,42
"Yes, you're having a boy!",,1,12,14,43
"I'm having a boy! Oh, I'm having a boy!",Ross Geller,1,12,14,44
(Joey and Chandler run in),Scene Directions,1,12,14,45
Wha-,Chandler Bing,1,12,14,46
Wha-,Joey Tribbiani,1,12,14,47
What is it?,,1,12,14,48
I'm having a boy! I-I'm having a boy!,Ross Geller,1,12,14,49
Hey!,Joey Tribbiani,1,12,14,50
Hey!,Chandler Bing,1,12,14,51
We already knew that!,,1,12,14,52
I'm having a son. Um...,Ross Geller,1,12,14,53
(Ross looks scared),Scene Directions,1,12,14,54
Yes! And that would be a shut-down!,Monica Geller,1,12,15,1
Shut-out!!,,1,12,15,2
"Where are you guys going? Come on, one more game!",Monica Geller,1,12,15,3
"Uh, it's 2:30 in the morning!",Joey Tribbiani,1,12,15,4
"Yeah, get out!",Chandler Bing,1,12,15,5
"You guys are always hanging out in my apartment! Come on, I'll only use my left hand, huh? Come on, wussies! All right, ok, I gotta go. I'm going, and I'm gone.",Monica Geller,1,12,15,6
One more game?,Chandler Bing,1,12,15,7
Oh yeah!,Joey Tribbiani,1,12,15,8
Coffee.,Rachel Green,1,15,1,1
Thank you.,Joey Tribbiani,1,15,1,2
Cappuccino.,Rachel Green,1,15,1,3
Grazie.,Ross Geller,1,15,1,4
And a nice hot cider for Monica.,Rachel Green,1,15,1,5
"Aww, thank you. Uh Rach?",Monica Geller,1,15,1,6
Yeah?,Rachel Green,1,15,1,7
Why does my cinamon stick have an eraser?,Monica Geller,1,15,1,8
Oh! That's why. I'm sorry!,Rachel Green,1,15,1,9
(She takes the pencil out of Monica's coffee and Monica puts her cup down in disgust.),Scene Directions,1,15,1,10
Chandler.,Woman,1,15,2,1
"Mrs. Tedlock. You're looking lovely today. And may I say, that is a very flattering sleeve length on you.",Chandler Bing,1,15,2,2
"Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day.",Mrs. Tedlock,1,15,2,3
"Oh, listen. If this is about those prank memos, I had nothing to do with them. Really. Nothing at all. Really. Nothing.",Chandler Bing,1,15,2,4
"Hey you guys! Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know...",Phoebe Buffay,1,15,3,1
(Chandler comes in.),Scene Directions,1,15,3,2
Hey!,Chandler Bing,1,15,3,3
Hey!,#ALL#,1,15,3,4
Never mind. But it was going to be really good.,Phoebe Buffay,1,15,3,5
What's going on?,Ross Geller,1,15,3,6
What is it?,#ALL#,1,15,3,7
"So, it's a typical day at work. I'm inputting my numbers, and big Al calls me into his office and tells me he wants to make me processing supervisor.",Chandler Bing,1,15,3,8
That's great!,#ALL#,1,15,3,9
So.... I quit.,Chandler Bing,1,15,3,10
Why?,#ALL#,1,15,3,11
Why? This was supposed to be a temp job!,Chandler Bing,1,15,3,12
"Yeah, Chandler... you've been there for five years.",Monica Geller,1,15,3,13
"If I took this promotion, it'd be like admitting that this is what I actually do.",Chandler Bing,1,15,3,14
So was it a lot more money?,Phoebe Buffay,1,15,3,15
It doesn't matter. I just don't want to be one of those guys that's in his office until twelve o'clock at night worrying about the WENUS.,Chandler Bing,1,15,3,16
"(Everyone looks at him, confused.)",Scene Directions,1,15,3,17
... the WENUS?,Rachel Green,1,15,3,18
Weekly Estimated Net Usage Systems. A processing term.,Chandler Bing,1,15,3,19
Oh. That WENUS.,Rachel Green,1,15,3,20
So what're you going to do?,Joey Tribbiani,1,15,3,21
I don't know. That's the thing. I don't know what I want to do. I just know I'm not going to figure it out working there.,Chandler Bing,1,15,3,22
"Oooh! I have something you can do! I have this new massage client... Steve? Anyway, he's opening up a restaurant and he's looking for a head chef.",Phoebe Buffay,1,15,3,23
Um... hi there.,Monica Geller,1,15,3,24
"Hi! Oh, yeah, no, I know. You're a chef. I know, and I thought of you first, but um, Chandler's the one who needs a job right now, so....",Phoebe Buffay,1,15,3,25
Yeah... I just don't have that much cheffing experience. Unless it's an all-toast restaurant.,Chandler Bing,1,15,3,26
"Yeah, yeah!",Phoebe Buffay,1,15,3,27
"Well, what kind of food is he looking for?",Monica Geller,1,15,3,28
"Well, he wants to do some ecclectic, so he's looking for someone who can, you know, create the entire menu.",Phoebe Buffay,1,15,3,29
Oh my God!,Monica Geller,1,15,3,30
"Yeah, I know! So, what do you think?",Phoebe Buffay,1,15,3,31
"Thanks, Phoebe. But I just don't really see myself in a big white hat.",Chandler Bing,1,15,3,32
OK. Oh Monica! Guess what!,Phoebe Buffay,1,15,3,33
Can you see my nipples through this shirt?,Chandler Bing,1,15,4,1
"No. But don't worry, I'm sure they're still there.",Rachel Green,1,15,4,2
"Where are you going, Mr. Suity-Man?",Phoebe Buffay,1,15,4,3
"Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo. I added the ""a-gogo.""",Chandler Bing,1,15,4,4
Career counselor?,Rachel Green,1,15,4,5
"Hey, you guys all know what you want to do.",Chandler Bing,1,15,4,6
I don't!,Rachel Green,1,15,4,7
"Hey, you guys in the living room all know what you want to do. You know, you have goals. You have dreams. I don't have a dream.",Chandler Bing,1,15,4,8
"Ah, the lesser-known ""I don't have a dream"" speech.",Ross Geller,1,15,4,9
"(Monica enters, excited.)",Scene Directions,1,15,4,10
"Oh, I love my life, I love my life!",Monica Geller,1,15,4,11
Ooh! Brian's Song!,Phoebe Buffay,1,15,4,12
The meeting with the guy went great?,Rachel Green,1,15,4,13
"So great! He showed me where the restaurant's going to be. It's this, it's this cute little place on 10th Street. Not too big, not too small. Just right.",Monica Geller,1,15,4,14
Was it formerly owned by a blonde woman and some bears?,Chandler Bing,1,15,4,15
"So anyway, I'm cooking dinner for him Monday night. You know, kind of like an audition. And Phoebe, he really wants you to be here, which will be great for me because then you can 'ooh' and 'ahh' and make yummy noises.",Monica Geller,1,15,4,16
What are you going to make?,Rachel Green,1,15,4,17
Yummy noises.,Phoebe Buffay,1,15,4,18
"And Monica, what are you going to make?",Rachel Green,1,15,4,19
I don't know. I don't know. It's just going to be so great!,Monica Geller,1,15,4,20
"Ooh! I know what you could make! I know! Oh, you should definitely make that thing... you know, with the stuff? You know, that thing... with the stuff...? OK, I don't know.",Phoebe Buffay,1,15,4,21
"Hey guys, does anybody know a good date place in the neighborhood?",Ross Geller,1,15,4,22
"How about Tony's? If you can finish a 32-ounce steak, it's free.",Joey Tribbiani,1,15,4,23
"OK, ahem, hey, does anybody know a good place if you're not dating a puma?",Ross Geller,1,15,4,24
Who are you going out with?,Chandler Bing,1,15,4,25
"Oh, is this the bug lady?",Phoebe Buffay,1,15,4,26
"Bzzzz.... I love you, Ross.",Rachel Green,1,15,4,27
Her name is Celia. She's not a bug lady. She's curator of insects at the museum.,Ross Geller,1,15,4,28
So what are you guys going to do?,Rachel Green,1,15,4,29
"Oh, I just thought we could go out to dinner, and then maybe bring her back to my place and I'd introduce her to my monkey.",Ross Geller,1,15,4,30
And he's not speaking metaphorically.,Chandler Bing,1,15,4,31
"So.... back to your place...you thinking, maybe... huh-huh?",Joey Tribbiani,1,15,4,32
